61	1
65	1
104	1
1	1
22	1
110	1
27	1
51	1
25	1
75	1
6	1
112	1
107	1
11	1
78	1
7	1
39	1
71	1
73	1
99	1
56	1
23	1
66	1
5	1
120	1
13	1
20	1
15	1
96	1
79	1
21	1
28	1
101	1
87	1
91	1
26	1
46	1
36	1
62	1
121	1
18	1
14	1
58	1
83	1
17	1
103	1
127	1
44	1
53	1
126	1
31	1
2	1
115	1
57	1
45	1
105	1
52	1
97	1
81	1
29	1
82	2
80	2
47	2
116	2
61	2
123	2
114	2
1	2
113	2
63	2
51	2
25	2
60	2
77	2
78	2
68	2
71	2
42	2
99	2
56	2
23	2
111	2
30	2
70	2
13	2
17	2
89	2
26	2
76	2
41	2
16	2
102	2
12	2
46	2
24	2
121	2
18	2
8	2
93	2
4	2
9	2
106	2
43	2
95	2
109	2
127	2
44	2
100	2
117	2
57	2
115	2
2	2
48	2
49	2
92	2
122	2
52	2
97	2
29	2
74	3
47	3
65	3
69	3
123	3
38	3
33	3
63	3
37	3
55	3
32	3
59	3
128	3
77	3
86	3
72	3
11	3
7	3
90	3
73	3
111	3
35	3
66	3
10	3
98	3
124	3
101	3
76	3
91	3
118	3
16	3
102	3
67	3
125	3
24	3
64	3
121	3
14	3
83	3
54	3
9	3
84	3
106	3
85	3
95	3
103	3
44	3
119	3
94	3
40	3
34	3
19	3
88	3
3	3
75	4
95	4
47	5
116	5
104	5
69	5
38	5
22	5
59	5
60	5
86	5
112	5
11	5
107	5
68	5
50	5
90	5
42	5
99	5
108	5
5	5
98	5
124	5
79	5
76	5
102	5
12	5
46	5
62	5
64	5
8	5
93	5
106	5
85	5
84	5
119	5
53	5
117	5
48	5
45	5
49	5
122	5
52	5
91	6
128	6
30	7
40	7
103	8
110	8
26	9
57	9
96	10
32	10
120	11
88	11
